"Velocity Mag:0","Velocity Mag:1","Velocity Mag:2","Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Residual_Density","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Residual_Energy","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5645.5,647.79,-0.0078741,0.32551,1837.8,210.86,-0.0025699,5.6021e+06,1.3837e+05,1482.6,7.3654,0.026236,2.0039e-06,0.010171,-0.0010412,-0.00039718,30.83,1,0.74191,0.71292,0.19498,0
5646.4,647.6,-0.0082014,0.32632,1842.6,211.32,-0.0026816,5.6164e+06,1.3828e+05,1477.4,7.3784,0.026216,1.8943e-06,0.0095096,-0.0011136,-0.0004141,28.854,1,0.74342,0.71441,0.19525,0
5647.4,647.4,-0.0085444,0.32713,1847.5,211.78,-0.0027981,5.6308e+06,1.3819e+05,1472.2,7.3914,0.026197,1.7891e-06,0.0088739,-0.0011869,-0.00043032,26.962,1,0.74494,0.7159,0.19552,0
5648.3,647.21,-0.0088366,0.32796,1852.4,212.26,-0.0028976,5.6455e+06,1.381e+05,1467,7.4045,0.026179,1.6434e-06,0.0080449,-0.0011895,-0.0004195,24.449,1,0.74645,0.71739,0.19578,0
5649.1,647.03,-0.0089409,0.3289,1858,212.81,-0.0029327,5.6622e+06,1.3803e+05,1462.6,7.4178,0.026163,1.3784e-06,0.0065244,-0.0012148,-0.0004073,19.845,1,0.74797,0.71889,0.19605,0
5649.9,646.84,-0.0090552,0.32984,1863.7,213.35,-0.002972,5.6789e+06,1.3795e+05,1458.2,7.4311,0.026146,1.1051e-06,0.0049529,-0.0012531,-0.00039814,15.088,1,0.74948,0.72038,0.19631,0
5650.7,646.65,-0.0091794,0.33078,1869.3,213.89,-0.0030156,5.6955e+06,1.3788e+05,1453.7,7.4444,0.02613,8.2327e-07,0.0033301,-0.0013045,-0.00039201,10.176,1,0.75099,0.72187,0.19658,0
5651.5,646.46,-0.0093135,0.33173,1874.9,214.44,-0.0030634,5.7122e+06,1.378e+05,1449.3,7.4578,0.026114,5.3298e-07,0.0016561,-0.0013689,-0.00038892,5.1096,1,0.75251,0.72336,0.19685,0
5652.3,646.27,-0.0094577,0.33267,1880.5,214.98,-0.0031155,5.7289e+06,1.3773e+05,1444.9,7.4711,0.026098,2.3422e-07,-6.9077e-05,-0.0014463,-0.00038888,-0.11182,1,0.75402,0.72485,0.19711,0
5653.1,646.08,-0.0096117,0.33361,1886.1,215.52,-0.0031719,5.7456e+06,1.3765e+05,1440.5,7.4845,0.026081,-7.3025e-08,-0.0018457,-0.0015368,-0.00039189,-5.4883,1,0.75554,0.72634,0.19738,0
5653.9,645.89,-0.0097541,0.33456,1891.8,216.07,-0.0032256,5.7623e+06,1.3758e+05,1436.1,7.4978,0.026065,-3.6887e-07,-0.0035551,-0.0016223,-0.00039337,-10.668,1,0.75705,0.72783,0.19764,0
